,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,ナース評価値,最大連勤違反,最小連勤違反,最小連休違反,週末最大違反,休暇希望違反,最大勤務数違反,最大勤務時間違反, 最小勤務時間違反,禁止勤務パターン数,ONリクエスト,OFFリクエスト
27,10,1,3,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,0,0,1,5,10,10,10,10,5,4,4,3,5,10,10,2,3,3,10,10,5,3,4,3,7,10,10,0,4,5,6,10,10,6,6,6,6,7,10,10,0,0,4,4,10,10,0,0,3,6,7,10,10,2,2,4,4,3,10,10,1,2,0,1,10,10,1,3,7,6,7,10,10,0,6,6,6,10,10,10,5,5,7,7,10,10,6,6,6,7,7,10,10,0,0,3,6,6,10,10,5,5,6,6,6,10,10,2,0,2,0,6,10,10,0,0,0,0,6,10,10,2,0,0,0,0,10,10,0,0,2,3,3,10,10,2,2,2,2,5,10,10,5,5,5,7,7,10,10,5,5,7,6,7,10,10,4,4,4,4,4,10,10,0,0,2,10,10,2,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,7,7,7,10,10,5,5,5,5,5,10,10,2,2,2,2,6,10,10,0,0,0,0,5,10,10,2,2,5,7,7,10,10,5,5,5,7,7,10,10,5,5,5,6,6,10,10,10,2,1,0,2,0,10,10,0,2,2,2,6,10,10,0,2,2,5,10,10,7,7,7,7,7,10,10,5,5,6,6,10,10,1,5,5,5,10,10,5,5,7,7,6,10,10,5,5,6,6,6,10,10,5,5,6,6,7,10,10,0,5,6,7,7,10,10,0,2,7,7,6,10,10,0,0,6,6,6,10,10,0,0,0,10,10,5,5,5,5,4,10,10,2,0,10,10,0,3,3,3,3,10,10,2,0,0,0,10,10,10,54,0,0,0,0,0,0,0,0,0,54,0,
28,6,6,6,10,10,1,8,8,8,8,10,10,2,1,8,6,6,10,10,1,1,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,2,2,1,1,10,10,2,1,6,10,10,1,1,1,10,10,2,1,1,1,8,10,10,1,1,1,1,8,10,10,6,8,8,8,8,10,10,1,1,1,1,6,10,10,3,8,8,8,8,10,10,2,3,6,6,6,10,10,10,10,1,1,2,10,10,2,3,3,6,6,10,10,10,10,10,10,10,10,10,10,10,3,3,10,10,2,2,8,8,8,10,10,8,8,8,6,10,10,2,3,3,6,10,10,3,3,3,3,3,10,10,2,2,2,2,2,10,10,2,1,1,1,1,10,10,3,3,6,6,8,10,10,1,1,1,1,6,10,10,3,3,3,3,6,10,10,6,6,6,8,8,10,10,2,2,2,8,8,10,10,3,3,3,3,8,10,10,8,8,8,6,6,10,10,3,3,3,6,6,10,10,1,1,2,2,6,10,10,6,6,8,8,8,10,10,2,2,6,6,8,10,10,1,1,1,2,2,10,10,1,2,2,1,1,10,10,3,8,8,8,6,10,10,2,2,6,6,6,10,10,3,3,6,6,8,10,10,3,3,3,3,8,10,10,3,3,3,3,3,10,10,2,2,1,1,3,10,10,3,3,3,8,8,10,10,3,3,3,3,8,10,10,2,1,1,1,1,10,10,3,3,8,6,6,10,10,10,2,6,6,6,8,10,10,10,10,10,10,10,10,10,10,10,2,2,2,3,8,10,10,2,1,6,6,6,10,10,3,3,6,8,10,10,10,10,10,2,2,54,0,0,0,0,0,0,0,0,0,54,0,
29,5,5,5,5,5,10,10,3,3,5,5,3,10,10,3,3,3,3,10,10,0,1,0,0,2,10,10,5,5,5,5,10,10,0,0,1,10,10,5,9,9,10,10,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,5,5,6,6,10,10,1,5,5,5,5,10,10,5,5,9,9,9,10,10,5,5,5,5,10,10,2,5,9,10,10,2,2,2,1,10,10,5,5,5,5,5,10,10,2,1,2,1,5,10,10,9,9,9,9,10,10,5,5,6,6,6,10,10,9,9,9,9,9,10,10,5,5,9,9,9,10,10,5,5,9,9,9,10,10,10,5,9,9,9,9,10,10,5,5,5,5,5,10,10,5,5,9,9,9,10,10,5,5,9,9,9,10,10,5,5,5,5,9,10,10,6,6,6,6,6,10,10,9,9,9,9,9,10,10,0,0,0,0,5,10,10,5,5,5,5,5,10,10,5,5,5,5,5,10,10,5,5,6,6,9,10,10,10,10,10,10,10,10,10,6,6,6,6,9,10,10,5,5,5,5,5,10,10,5,5,5,5,10,10,9,9,9,10,10,2,1,5,6,6,10,10,2,2,5,10,10,1,5,9,9,9,10,10,0,9,9,10,10,0,0,0,0,2,10,10,2,2,2,2,5,10,10,5,5,6,6,6,10,10,6,6,6,9,9,10,10,5,5,5,9,9,10,10,1,1,2,2,2,10,10,9,9,9,9,10,10,1,5,5,5,6,10,10,2,2,6,10,10,10,0,1,0,5,6,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,5,9,9,50,0,0,0,0,0,0,0,0,0,50,0,
30,10,10,4,4,4,4,10,10,4,8,8,6,6,10,10,1,1,6,6,6,10,10,1,8,6,7,8,10,10,10,10,10,6,6,6,6,7,10,10,10,2,1,1,4,7,10,10,1,2,2,2,2,10,10,10,10,10,4,4,4,4,4,10,10,10,10,10,10,10,10,4,4,4,4,10,10,4,8,10,10,4,4,4,4,10,10,4,4,4,7,10,10,10,10,4,4,10,10,4,4,4,4,10,10,10,4,4,4,4,4,10,10,4,4,4,4,4,10,10,4,4,4,4,4,10,10,10,10,10,1,4,4,8,10,10,4,4,4,10,10,4,4,4,4,4,10,10,4,4,4,4,4,10,10,4,4,4,4,4,10,10,4,4,4,4,4,10,10,4,4,4,4,4,10,10,4,4,6,6,6,10,10,4,7,8,8,8,10,10,4,4,7,7,7,10,10,4,4,4,4,4,10,10,2,1,1,7,7,10,10,7,7,7,8,8,10,10,8,8,8,8,8,10,10,4,4,4,4,4,10,10,4,4,4,4,4,10,10,2,2,2,4,10,10,4,8,8,10,10,8,8,8,8,6,10,10,8,8,8,6,10,10,10,2,1,4,4,6,10,10,4,4,4,6,6,10,10,10,4,6,6,6,6,10,10,10,10,4,4,4,4,4,10,10,1,2,1,2,1,10,10,4,4,4,4,7,10,10,7,7,7,7,7,10,10,4,4,8,8,8,10,10,4,4,4,4,7,10,10,6,6,7,10,10,1,4,10,10,10,10,10,4,6,8,6,10,10,6,6,7,7,10,10,4,7,7,10,10,4,4,4,4,10,10,47,0,0,0,0,0,0,0,0,0,47,0,
31,10,10,9,9,9,10,10,9,9,9,9,10,10,1,1,2,2,2,10,10,2,9,9,9,10,10,5,5,9,9,9,10,10,10,10,10,10,10,10,10,10,10,3,9,9,9,9,10,10,10,1,1,1,0,4,10,10,1,1,1,2,3,10,10,10,1,1,1,1,1,10,10,1,1,9,9,9,10,10,9,9,9,9,10,10,2,2,1,1,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,3,3,9,9,10,10,5,5,3,3,3,10,10,1,3,3,3,3,10,10,3,3,3,3,3,10,10,3,3,3,3,3,10,10,1,1,1,1,2,10,10,2,1,0,0,0,10,10,3,3,3,3,3,10,10,3,3,3,3,3,10,10,1,2,2,2,2,10,10,3,3,3,3,3,10,10,4,3,3,3,3,10,10,1,1,1,1,1,10,10,1,0,1,1,3,10,10,9,9,9,9,9,10,10,2,1,1,1,1,10,10,3,3,3,3,3,10,10,3,3,3,3,3,10,10,1,1,1,3,3,10,10,3,3,3,3,3,10,10,3,3,3,9,9,10,10,10,10,10,10,10,10,10,3,9,9,9,9,10,10,5,5,5,3,10,10,3,3,3,3,3,10,10,3,3,3,9,9,10,10,3,3,3,9,9,10,10,3,3,3,3,3,10,10,1,3,9,9,9,10,10,4,4,4,4,4,10,10,3,3,3,3,3,10,10,9,9,9,9,9,10,10,3,3,3,3,9,10,10,3,3,3,3,5,10,10,0,3,9,10,10,9,9,9,10,10,4,3,9,10,10,0,9,10,10,0,3,10,45,0,0,0,0,0,0,0,0,0,45,0,
32,8,7,8,10,10,4,4,7,7,8,10,10,2,2,2,2,8,10,10,4,4,8,10,10,2,4,10,10,7,8,7,8,8,10,10,10,10,10,10,10,3,7,7,7,7,10,10,4,4,3,10,10,2,7,10,10,10,2,2,2,2,2,10,10,3,3,3,7,7,10,10,10,2,2,2,2,10,10,2,2,2,8,10,10,2,2,8,8,10,10,2,7,7,10,10,10,2,2,4,10,10,4,3,10,10,2,2,2,2,4,10,10,3,3,4,4,4,10,10,10,8,7,8,8,8,10,10,10,10,10,10,2,4,7,7,8,10,10,2,2,4,4,7,10,10,2,2,8,8,7,10,10,4,4,8,8,8,10,10,2,2,2,2,2,10,10,4,4,8,7,8,10,10,2,2,8,8,7,10,10,2,4,10,10,2,2,7,10,10,4,4,8,8,7,10,10,4,4,4,4,4,10,10,4,4,8,8,8,10,10,4,7,7,7,7,10,10,4,4,4,8,7,10,10,2,2,4,4,4,10,10,4,3,8,8,8,10,10,4,4,8,8,7,10,10,7,7,8,8,8,10,10,4,4,4,4,4,10,10,4,4,4,8,7,10,10,4,4,4,4,8,10,10,4,8,8,8,7,10,10,4,4,4,7,7,10,10,4,3,4,7,7,10,10,4,4,4,4,7,10,10,4,4,4,7,8,10,10,4,4,4,4,4,10,10,4,4,4,7,7,10,10,4,7,10,10,10,10,2,7,10,10,10,10,10,10,10,10,10,10,4,4,4,7,7,10,10,10,10,4,4,4,4,4,10,10,4,7,10,10,2,3,8,10,49,0,0,0,0,0,0,0,0,0,49,0,
33,10,0,0,0,0,0,10,10,7,7,7,7,10,10,7,7,7,7,7,10,10,10,10,10,10,10,10,10,0,5,5,10,10,0,0,4,5,7,10,10,5,5,4,7,7,10,10,4,4,7,7,10,10,5,4,4,4,7,10,10,10,10,10,10,10,10,10,10,4,4,10,10,0,0,0,7,7,10,10,5,5,7,7,7,10,10,7,7,7,7,10,10,4,4,4,4,4,10,10,4,4,4,4,7,10,10,4,4,4,4,10,10,4,4,4,4,4,10,10,4,4,4,4,4,10,10,0,0,0,0,0,10,10,4,4,4,4,7,10,10,4,4,4,7,10,10,10,4,4,4,4,4,10,10,4,4,4,4,4,10,10,4,4,4,4,4,10,10,0,0,0,0,0,10,10,0,0,0,0,0,10,10,4,4,4,4,4,10,10,5,5,5,4,4,10,10,4,4,4,4,4,10,10,4,4,4,4,4,10,10,4,4,4,4,10,10,4,4,7,10,10,10,10,0,7,10,10,4,4,4,4,7,10,10,10,10,10,10,4,4,4,4,7,10,10,4,4,7,7,7,10,10,4,4,4,4,4,10,10,4,4,4,4,4,10,10,0,0,0,4,4,10,10,4,4,4,10,10,4,4,4,4,7,10,10,4,4,7,10,10,0,0,4,7,7,10,10,0,5,4,4,7,10,10,10,10,0,0,10,10,0,5,4,4,5,10,10,4,4,4,4,4,10,10,4,5,4,4,4,10,10,0,0,0,0,4,10,10,5,7,10,10,10,10,10,10,4,4,4,4,4,10,10,5,5,7,10,10,0,0,4,4,4,10,37,0,0,0,0,0,0,0,0,0,37,0,
34,10,8,8,8,8,8,10,10,10,1,1,1,0,9,10,10,1,8,9,9,9,10,10,3,9,9,9,9,10,10,0,0,9,9,9,10,10,1,8,8,9,9,10,10,8,8,9,10,10,1,1,3,3,3,10,10,1,1,1,8,8,10,10,0,3,8,8,8,10,10,8,8,8,8,8,10,10,0,1,1,5,9,10,10,9,9,9,9,9,10,10,8,8,9,9,10,10,10,8,8,9,9,9,10,10,5,3,5,9,9,10,10,3,8,9,9,9,10,10,8,9,9,10,10,8,8,8,10,10,8,8,8,10,10,5,8,8,8,10,10,3,3,3,3,9,10,10,10,10,3,3,8,10,10,3,3,3,8,10,10,3,3,3,3,8,10,10,10,10,10,10,10,10,9,9,9,9,10,10,1,3,10,10,10,10,10,10,10,9,9,9,9,9,10,10,10,3,3,3,3,3,10,10,3,3,3,3,3,10,10,3,3,3,3,3,10,10,3,3,3,3,9,10,10,3,3,3,3,8,10,10,3,3,3,9,9,10,10,3,8,9,9,9,10,10,3,3,3,9,9,10,10,1,1,3,9,10,10,3,9,10,10,3,3,3,10,10,10,10,10,10,10,10,10,10,1,5,5,3,8,10,10,1,3,3,3,3,10,10,3,3,3,3,9,10,10,1,3,3,9,9,10,10,3,3,3,3,8,10,10,0,0,0,0,0,10,10,3,3,3,3,3,10,10,3,3,3,3,8,10,10,0,3,3,3,3,10,10,3,3,3,3,8,10,10,3,3,3,3,8,10,10,10,10,10,10,10,10,10,0,0,0,3,9,65,0,0,0,0,0,0,0,0,0,65,0,
35,9,9,9,9,10,10,5,4,10,10,1,9,9,9,9,10,10,5,5,4,5,9,10,10,0,0,0,1,1,10,10,1,3,3,3,3,10,10,0,0,0,1,6,10,10,10,5,5,4,3,10,10,10,10,10,10,10,10,3,3,3,10,10,0,1,9,9,10,10,4,9,9,9,9,10,10,3,3,3,9,9,10,10,4,5,10,10,10,3,4,10,10,3,5,5,3,10,10,4,5,5,5,5,10,10,5,5,5,5,5,10,10,1,1,6,6,10,10,9,9,9,9,9,10,10,10,5,5,9,9,9,10,10,5,5,5,5,5,10,10,5,5,5,10,10,5,5,9,9,9,10,10,5,5,10,10,0,0,0,10,10,5,5,5,5,5,10,10,5,5,5,5,5,10,10,5,5,5,5,5,10,10,5,5,5,5,5,10,10,10,0,0,0,0,0,10,10,6,6,6,10,10,5,5,9,9,10,10,5,5,5,5,6,10,10,5,5,5,6,10,10,10,10,10,10,10,10,10,10,5,5,9,10,10,10,10,10,10,10,10,10,10,5,5,5,5,10,10,0,5,10,10,5,5,5,5,6,10,10,1,1,0,5,5,10,10,0,0,0,0,0,10,10,5,3,3,5,5,10,10,5,5,5,5,5,10,10,5,5,5,5,5,10,10,1,1,0,0,0,10,10,0,0,5,5,5,10,10,5,5,5,5,3,10,10,3,9,9,9,9,10,10,0,0,0,5,10,10,9,9,9,9,9,10,10,5,5,6,6,6,10,10,0,0,0,0,9,10,10,0,5,5,5,4,10,10,0,0,5,5,10,10,5,5,48,0,0,0,0,0,0,0,0,0,48,0,
36,4,4,5,5,5,10,10,4,4,4,4,4,10,10,4,4,4,4,5,10,10,5,5,5,4,4,10,10,4,4,4,4,4,10,10,4,5,5,5,4,10,10,0,4,4,4,4,10,10,4,4,4,4,4,10,10,4,8,8,8,6,10,10,6,6,6,6,6,10,10,5,5,4,4,4,10,10,4,4,4,4,10,10,10,10,0,0,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,6,6,10,10,4,4,4,4,4,10,10,10,10,10,1,4,10,10,10,4,4,4,4,4,10,10,4,8,10,10,10,4,4,5,10,10,4,4,4,4,8,10,10,1,4,4,4,8,10,10,0,6,6,6,6,10,10,0,0,8,8,6,10,10,0,0,0,0,10,10,1,4,6,8,8,10,10,10,10,10,10,4,5,5,4,10,10,4,4,4,4,10,10,4,4,4,4,4,10,10,4,4,4,4,6,10,10,4,4,4,4,4,10,10,4,4,8,8,8,10,10,4,4,4,4,4,10,10,0,0,0,4,10,10,4,4,4,4,4,10,10,4,4,8,10,10,4,4,4,10,10,4,4,4,4,4,10,10,10,10,10,0,4,6,10,10,6,6,10,10,4,4,4,4,4,10,10,4,4,4,4,4,10,10,4,4,4,4,6,10,10,6,6,8,6,6,10,10,4,4,4,4,8,10,10,0,4,4,4,4,10,10,4,4,8,8,8,10,10,4,4,4,4,8,10,10,6,6,6,10,10,0,4,4,4,8,10,10,10,5,8,8,8,8,10,10,5,8,10,10,4,4,4,4,4,10,10,4,4,6,10,40,0,0,0,0,0,0,0,0,0,40,0,
37,4,4,6,6,6,10,10,4,4,4,4,4,10,10,3,3,3,3,3,10,10,0,2,1,1,5,10,10,10,4,4,4,4,10,10,0,2,4,5,4,10,10,3,9,10,10,4,9,9,9,10,10,0,0,10,10,2,2,5,5,5,10,10,5,7,6,10,10,1,6,6,6,6,10,10,10,10,10,10,10,10,10,0,2,1,2,8,10,10,8,8,10,10,1,1,0,10,10,4,4,7,7,9,10,10,7,7,9,10,10,9,9,10,10,1,1,4,4,8,10,10,5,5,5,10,10,8,8,7,10,10,1,1,2,2,8,10,10,0,0,7,7,7,10,10,4,4,7,7,9,10,10,4,5,6,6,6,10,10,1,4,10,10,1,2,4,4,6,10,10,1,2,2,6,10,10,2,2,2,0,0,10,10,10,10,10,10,10,10,4,3,3,3,3,10,10,4,4,3,9,9,10,10,2,2,2,2,4,10,10,4,4,4,4,4,10,10,7,7,7,8,7,10,10,2,0,0,0,8,10,10,5,5,5,4,4,10,10,2,2,2,4,4,10,10,4,4,5,5,5,10,10,6,6,6,8,8,10,10,7,7,7,9,9,10,10,7,9,9,10,10,10,10,10,10,10,2,2,9,9,9,10,10,2,2,4,4,6,10,10,0,0,1,1,6,10,10,2,0,1,9,9,10,10,2,0,2,7,8,10,10,10,10,10,10,10,10,4,4,4,4,4,10,10,1,0,6,6,6,10,10,2,4,4,4,6,10,10,4,4,7,6,8,10,10,8,8,8,8,10,10,8,8,8,8,7,10,10,10,10,10,0,4,9,39,0,0,0,0,0,0,0,0,0,39,0,
38,8,9,9,10,10,1,1,1,1,1,10,10,1,1,1,1,1,10,10,6,6,6,6,6,10,10,1,1,1,1,9,10,10,10,10,10,10,10,10,10,10,10,10,6,6,6,6,6,10,10,9,9,9,9,9,10,10,10,5,9,9,9,9,10,10,5,5,10,10,10,5,5,5,5,8,10,10,5,5,5,5,5,10,10,5,5,5,10,10,10,10,8,9,9,9,9,10,10,5,5,5,6,8,10,10,5,5,8,8,10,10,10,10,5,8,8,8,10,10,5,5,6,6,9,10,10,5,5,6,6,6,10,10,5,5,5,8,6,10,10,8,8,8,6,6,10,10,5,8,6,8,6,10,10,9,9,9,9,9,10,10,8,8,8,6,6,10,10,9,9,9,9,9,10,10,1,1,10,10,5,5,5,10,10,5,6,6,8,8,10,10,5,6,8,8,6,10,10,5,5,6,9,10,10,6,6,10,10,8,8,6,6,8,10,10,9,9,10,10,10,10,10,10,6,6,8,8,8,10,10,5,5,6,9,10,10,5,5,5,5,6,10,10,5,5,5,9,9,10,10,5,5,8,8,8,10,10,5,5,8,8,8,10,10,9,9,9,9,9,10,10,5,5,8,8,6,10,10,5,5,8,8,6,10,10,1,6,6,9,9,10,10,10,10,5,5,8,8,8,10,10,1,1,1,1,1,10,10,5,5,5,5,5,10,10,5,5,5,5,6,10,10,5,5,5,5,6,10,10,5,5,5,6,9,10,10,10,5,9,9,10,10,1,1,8,9,9,10,10,10,10,10,10,10,10,10,9,9,10,10,5,8,8,8,77,0,0,0,0,0,0,0,0,0,77,0,
39,9,10,10,2,2,3,3,3,10,10,4,5,5,3,3,10,10,1,0,0,5,8,10,10,2,0,5,8,10,10,6,6,6,9,9,10,10,0,3,5,3,5,10,10,1,9,9,9,9,10,10,3,3,3,10,10,0,0,0,0,0,10,10,0,0,0,0,0,10,10,0,1,0,0,0,10,10,0,0,9,9,9,10,10,8,6,6,6,6,10,10,10,5,5,9,9,10,10,2,1,1,5,8,10,10,0,0,10,10,10,0,0,8,10,10,10,10,10,10,10,10,10,10,10,10,10,1,2,8,8,6,10,10,1,0,2,2,2,10,10,10,2,2,2,6,10,10,3,3,3,3,3,10,10,2,1,1,1,10,10,10,2,2,0,0,1,10,10,4,4,4,4,4,10,10,2,2,1,2,2,10,10,5,5,5,5,5,10,10,1,1,1,1,6,10,10,5,5,8,8,6,10,10,2,0,0,1,9,10,10,3,3,3,3,3,10,10,0,0,0,0,1,10,10,1,1,1,8,10,10,0,8,10,10,2,5,6,6,6,10,10,0,0,2,0,6,10,10,10,10,0,0,6,9,9,10,10,4,4,5,5,5,10,10,5,5,8,9,9,10,10,5,5,6,10,10,10,10,10,10,10,10,10,10,10,5,9,9,9,9,10,10,1,1,8,9,9,10,10,5,6,6,6,8,10,10,0,0,0,0,6,10,10,10,10,10,10,1,1,1,2,2,10,10,9,9,9,9,9,10,10,1,8,8,6,10,10,5,8,8,8,8,10,10,2,2,5,5,6,10,10,2,2,10,10,5,5,4,4,4,10,10,1,2,62,0,0,0,0,0,0,0,0,0,62,0,
40,10,10,10,10,10,10,10,10,10,2,2,1,2,10,10,10,0,1,0,10,10,10,1,9,9,10,10,10,10,10,10,10,1,2,4,4,4,10,10,2,1,1,2,10,10,10,10,1,2,4,4,4,10,10,1,2,9,9,10,10,10,10,10,3,3,3,3,9,10,10,10,10,10,10,0,6,6,6,6,10,10,10,7,7,7,7,7,10,10,10,1,9,10,10,10,10,10,10,6,9,9,10,10,0,1,10,10,10,10,10,2,1,10,10,10,10,10,2,2,10,10,10,10,10,6,6,6,6,6,10,10,0,7,6,6,6,10,10,10,10,10,10,10,10,10,7,7,10,10,10,10,1,0,1,0,10,10,10,10,3,3,10,10,10,10,10,10,10,10,10,10,10,10,0,7,7,10,10,10,10,3,3,3,10,10,10,10,3,3,10,10,10,10,10,2,1,9,10,10,10,10,10,10,10,10,10,10,10,10,1,1,2,6,6,10,10,10,10,2,9,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,1,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,0,9,10,10,3,7,10,10,10,3,3,7,6,10,10,10,10,0,7,10,10,10,10,10,10,2,2,6,6,10,10,10,0,0,6,10,10,10,10,10,10,9,9,9,9,9,10,10,10,10,10,4,4,4,6,10,10,2,1,7,7,7,10,10,10,0,0,0,10,10,10,10,10,10,10,10,10,10,3,3,10,10,2,1,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,40,0,0,0,0,0,0,0,0,0,40,0,
41,3,10,10,10,10,3,5,5,6,6,10,10,4,4,6,6,6,10,10,10,10,10,10,10,10,10,3,3,6,6,10,10,5,5,5,5,3,10,10,2,2,2,2,2,10,10,10,3,3,6,10,10,10,2,2,6,6,6,10,10,10,10,10,10,10,10,10,0,2,2,5,10,10,10,10,0,0,3,3,10,10,10,10,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,6,6,10,10,10,10,10,10,10,10,10,10,2,3,3,10,10,10,10,10,10,0,0,0,0,0,10,10,2,0,10,10,10,10,5,5,10,10,10,10,10,2,2,4,6,6,10,10,0,5,10,10,10,10,3,6,10,10,10,10,0,4,4,6,10,10,10,10,10,4,4,10,10,10,10,5,5,5,10,10,10,10,10,5,4,10,10,10,10,10,4,4,10,10,10,10,2,3,10,10,2,2,10,10,10,10,10,10,2,0,0,0,0,10,10,10,10,10,6,6,6,10,10,4,4,3,3,10,10,10,10,10,4,3,4,10,10,10,10,6,6,10,10,10,10,2,3,10,10,10,10,10,0,0,3,10,10,10,10,10,0,2,10,10,10,10,10,2,2,10,10,10,10,3,3,5,10,10,10,0,0,3,3,10,10,2,3,3,3,3,10,10,0,5,5,3,10,10,10,10,6,6,10,10,2,3,6,10,10,10,10,3,3,10,10,10,10,10,10,10,10,10,0,3,3,6,10,10,10,10,10,10,10,10,10,10,10,10,2,40,0,0,0,0,0,0,0,0,0,40,0,
42,10,10,10,1,1,4,4,9,10,10,7,9,9,10,10,10,10,2,3,3,9,10,10,10,10,1,1,2,2,7,10,10,2,1,1,3,10,10,10,10,7,7,7,9,10,10,10,3,3,3,10,10,10,1,1,3,10,10,2,2,10,10,2,9,10,10,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,2,3,3,10,10,10,10,3,3,9,10,10,10,10,10,10,10,10,10,2,2,2,2,10,10,10,2,2,3,3,9,10,10,10,10,2,1,10,10,10,2,7,10,10,10,10,10,10,10,10,2,3,10,10,10,10,10,10,10,7,7,9,10,10,10,10,1,1,1,1,1,10,10,10,10,10,10,4,4,10,10,10,10,10,9,9,10,10,7,7,10,10,3,3,10,10,10,10,7,7,10,10,1,1,1,1,1,10,10,10,10,10,1,4,9,10,10,10,10,7,7,10,10,10,10,10,3,9,10,10,10,10,10,9,9,10,10,10,1,3,10,10,10,3,9,9,10,10,3,3,10,10,10,10,2,1,1,10,10,10,10,7,9,10,10,10,10,10,10,10,10,10,10,10,10,7,7,10,10,10,10,10,10,10,10,10,10,10,1,2,2,7,10,10,10,2,4,9,10,10,10,10,10,4,7,10,10,10,10,10,2,9,9,9,10,10,10,1,1,10,10,10,10,4,3,10,10,10,10,10,2,9,9,10,10,10,10,10,2,1,2,7,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,9,9,10,10,10,10,10,10,10,10,7,7,7,7,7,10,10,10,10,10,10,10,10,10,36,0,0,0,0,0,0,0,0,0,36,0,
43,2,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,8,6,10,10,0,8,8,7,10,10,8,8,10,10,10,10,10,10,10,10,10,10,10,10,2,0,2,3,3,10,10,3,3,9,9,10,10,10,2,0,10,10,10,10,10,10,10,10,10,10,10,10,2,6,6,8,10,10,0,5,5,6,6,10,10,10,10,10,10,6,8,8,10,10,10,10,2,7,10,10,0,3,10,10,7,7,7,7,10,10,10,10,8,7,9,10,10,10,10,10,6,7,7,7,7,10,10,10,8,8,8,6,10,10,10,10,2,0,2,6,10,10,10,6,8,10,10,10,10,10,0,2,7,10,10,10,6,7,10,10,10,10,10,7,7,10,10,10,10,10,10,10,10,10,10,10,10,0,2,10,10,10,10,10,2,2,10,10,10,10,10,6,7,10,10,10,2,2,0,0,10,10,10,10,10,8,9,9,10,10,2,0,4,4,6,10,10,10,10,3,5,10,10,10,10,10,10,10,10,10,10,2,2,0,10,10,5,6,10,10,6,6,10,10,10,2,2,2,2,0,10,10,10,0,3,4,10,10,10,10,10,0,3,10,10,10,10,10,0,8,8,10,10,10,2,8,10,10,10,10,0,4,8,6,10,10,2,6,10,10,2,0,10,10,10,0,8,8,10,10,10,4,4,4,9,9,10,10,10,10,2,2,2,10,10,10,10,10,10,5,5,7,7,6,10,10,10,10,10,10,10,10,10,10,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,59,0,0,0,0,0,0,0,0,0,59,0,
