,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,ナース評価値,最大連勤違反,最小連勤違反,最小連休違反,週末最大違反,休暇希望違反,最大勤務数違反,最大勤務時間違反, 最小勤務時間違反,禁止勤務パターン数,ONリクエスト,OFFリクエスト
DH,18,18,18,18,18,18,13,17,18,18,18,18,18,18,18,3,11,13,13,16,18,18,18,18,18,18,6,6,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,1,0,3,0,0,1,1,5160,
DI,18,18,18,18,18,18,18,18,18,0,12,18,18,8,6,7,18,18,18,9,15,15,18,18,18,18,6,5,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,2,1,1,1,0,0,1,0,0,2,0,0,5160,
DJ,13,18,18,18,18,12,12,18,18,18,18,18,12,13,13,18,18,18,18,2,7,18,18,5,5,18,18,18,8,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,2,0,1,0,0,0,0,3,3,0,0,0,0,5160,
DK,18,18,18,18,18,3,0,1,3,18,18,18,5,6,7,15,18,18,18,18,18,18,18,18,18,18,16,15,4,0,0,0,0,0,0,0,0,0,4,0,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,2,1,0,5160,
DL,18,18,18,4,18,18,18,18,18,18,18,1,1,3,18,18,18,18,18,18,18,18,12,12,11,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,3720,
DM,18,18,18,18,18,2,2,18,18,18,18,4,18,18,5,5,18,18,5,18,18,13,18,18,18,18,18,18,10,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,3720,
DN,18,18,18,18,18,18,18,18,18,18,18,7,18,18,2,2,2,18,18,18,18,7,18,18,18,18,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,3600,
DO,18,18,3,18,18,18,18,7,18,18,15,18,18,2,18,18,18,18,3,18,18,18,4,18,18,7,18,18,4,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,1,0,0,3840,
DP,18,18,18,18,10,18,18,18,18,1,0,7,18,18,18,5,7,18,18,18,2,18,18,18,1,18,18,18,3,0,0,0,0,0,0,0,0,0,3,0,1,2,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,3840,
人数違反,0,0,0,0,0,1600,1100,0,0,0,0,0,600,200,0,200,0,2,0,600,300,0,0,0,0,0,0,100,
a1の勤務人数,5,4,4,4,4,5,4,5,4,5,4,4,4,6,5,4,6,5,4,3,3,4,4,3,4,3,3,4,
a2の勤務人数,4,3,4,3,4,4,5,4,3,3,3,4,4,4,4,4,4,4,4,5,2,5,3,6,6,4,3,4,
a3の勤務人数,3,4,5,4,2,4,4,4,2,6,4,6,2,4,6,5,4,4,6,4,4,4,4,4,4,2,2,2,
a4の勤務人数,2,3,3,3,2,5,3,5,3,2,3,4,4,3,3,3,3,2,3,3,3,2,2,2,3,3,3,3,
a5の勤務人数,4,3,3,3,3,2,2,2,2,3,4,3,3,1,4,2,2,2,2,1,2,1,2,2,2,3,1,1,
d1の勤務人数,4,5,4,2,4,4,3,5,4,4,4,4,4,4,5,4,4,4,4,3,4,4,5,4,4,2,3,4,
d2の勤務人数,5,5,4,4,4,4,3,4,4,4,6,3,4,5,4,2,5,3,4,3,4,4,4,5,2,2,6,4,
d3の勤務人数,4,2,5,4,4,5,4,5,4,5,3,5,4,4,4,6,5,2,4,6,4,4,4,4,4,4,4,4,
d4の勤務人数,4,3,2,4,2,2,2,2,3,2,3,3,2,3,2,3,3,3,4,1,3,2,4,3,3,3,2,4,
d5の勤務人数,3,3,4,3,3,1,2,2,2,3,3,3,2,1,1,1,2,3,1,2,1,1,2,2,3,2,4,3,
p1の勤務人数,4,4,2,6,4,4,1,5,4,4,4,5,3,2,4,4,4,3,5,4,2,4,5,4,5,3,4,2,
p2の勤務人数,4,4,5,4,4,2,4,5,5,4,6,4,3,4,6,4,4,5,5,4,3,3,4,4,5,2,4,4,
p3の勤務人数,5,4,3,6,5,4,4,4,5,4,4,3,3,4,4,4,3,4,6,3,2,4,4,4,5,3,3,4,
p4の勤務人数,3,3,4,2,3,1,5,3,2,5,2,3,2,3,2,4,3,2,3,4,2,3,3,4,3,3,2,5,
p5の勤務人数,2,3,5,3,3,2,3,4,3,3,5,2,2,3,2,4,3,1,2,1,2,3,1,1,1,2,1,1,
n1の勤務人数,3,2,3,5,4,0,2,4,4,4,3,4,4,4,2,5,2,6,5,3,4,6,4,3,4,2,4,4,
n2の勤務人数,2,3,3,3,5,1,1,3,4,3,2,3,3,5,3,4,3,5,2,2,3,3,3,2,4,3,4,5,
n3の勤務人数,3,3,4,4,2,0,0,2,3,3,3,2,2,2,2,2,3,1,3,2,1,3,1,2,1,3,2,2,
a1の必要人数,5,4,4,4,4,5,4,5,4,5,4,4,4,6,5,4,6,4,4,3,4,4,4,3,4,3,3,4,
a2の必要人数,4,3,4,3,4,4,5,4,3,3,3,4,4,4,4,4,4,3,4,5,2,5,3,6,6,4,3,4,
a3の必要人数,3,4,5,4,2,4,4,4,2,6,4,6,2,4,6,5,4,4,6,4,4,4,4,4,4,2,2,2,
a4の必要人数,2,3,3,3,2,5,3,5,3,2,3,4,4,3,3,3,3,2,3,3,3,2,2,2,3,3,3,4,
a5の必要人数,4,3,3,3,3,2,3,2,2,3,4,3,4,1,4,2,2,2,2,1,2,1,2,2,2,3,1,1,
d1の必要人数,4,5,4,2,4,4,3,5,4,4,4,4,4,4,5,4,4,4,4,3,4,4,5,4,4,2,3,4,
d2の必要人数,5,5,4,4,4,4,3,4,4,4,6,3,4,5,4,2,5,3,4,3,4,4,4,5,2,2,6,4,
d3の必要人数,4,2,5,4,4,5,4,5,4,5,3,5,4,4,4,6,5,2,4,6,4,4,4,4,4,4,4,4,
d4の必要人数,4,3,2,4,2,2,2,2,3,2,3,3,3,3,2,3,3,3,4,3,5,2,4,3,3,3,2,4,
d5の必要人数,3,3,4,3,3,3,2,2,2,3,3,3,2,3,1,3,2,3,1,2,1,1,2,2,3,2,4,3,
p1の必要人数,4,4,2,6,4,5,3,5,4,4,4,5,4,2,4,4,4,3,5,4,2,4,5,4,5,3,4,2,
p2の必要人数,4,4,5,4,4,4,4,5,5,4,6,4,3,4,6,4,4,5,5,4,3,3,4,4,5,2,4,4,
p3の必要人数,5,4,3,6,5,4,4,4,5,4,4,3,3,4,4,4,3,4,6,3,2,4,4,4,5,3,3,4,
p4の必要人数,3,3,4,2,3,2,5,3,2,5,2,3,3,3,2,4,3,2,3,4,2,3,3,4,3,3,2,5,
p5の必要人数,2,3,5,3,3,3,3,4,3,3,5,2,2,3,2,4,3,1,2,2,2,3,1,1,1,2,1,1,
n1の必要人数,3,2,3,5,4,2,4,4,4,4,3,4,4,4,2,5,2,6,5,5,4,6,4,3,4,2,4,4,
n2の必要人数,2,3,3,3,5,5,5,3,4,3,2,3,5,5,3,4,3,5,2,2,3,3,3,2,4,3,4,5,
n3の必要人数,3,3,4,4,2,3,2,2,3,3,3,2,2,2,2,2,3,1,3,3,1,3,1,2,1,3,2,2,
